rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2
1414,9471268,K01835.01,Kepler-326 c,CONFIRMED,CANDIDATE,1.0000,5103.00,101.00,-101.00,4.558,0.032,-0.050,0.0400,0.1500,-0.1500,0.7890,0.0520,-0.0370,0.8200,0.0470,-0.0430,,,
1415,9471268,K01835.02,Kepler-326 b,CONFIRMED,CANDIDATE,1.0000,5103.00,101.00,-101.00,4.558,0.032,-0.050,0.0400,0.1500,-0.1500,0.7890,0.0520,-0.0370,0.8200,0.0470,-0.0430,,,
1416,9471268,K01835.03,Kepler-326 d,CONFIRMED,CANDIDATE,1.0000,5103.00,101.00,-101.00,4.558,0.032,-0.050,0.0400,0.1500,-0.1500,0.7890,0.0520,-0.0370,0.8200,0.0470,-0.0430,,,
1417,10657406,K01837.01,Kepler-969 b,CONFIRMED,CANDIDATE,1.0000,5201.00,93.00,-114.00,4.573,0.010,-0.090,0.3600,0.1000,-0.1500,0.8340,0.0770,-0.0260,0.9480,0.0190,-0.0710,,,
1418,5526527,K01838.01,Kepler-970 b,CONFIRMED,CANDIDATE,1.0000,4334.00,77.00,-77.00,4.618,0.040,-0.012,-0.0600,0.1500,-0.1500,0.6530,0.0220,-0.0350,0.6460,0.0380,-0.0290,,,
1419,5809954,K01902.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,3645.00,72.00,-90.00,4.797,0.071,-0.038,-0.0800,0.1500,-0.1500,0.4490,0.0400,-0.0610,0.4600,0.0430,-0.0590,,,
1420,8766650,K01904.01,Kepler-1008 b,CONFIRMED,CANDIDATE,0.9840,4987.00,99.00,,4.531,0.068,-0.023,-0.0800,0.1500,-0.1500,0.7730,0.0360,-0.0530,0.7420,0.0600,-0.0280,,,
1421,10328393,K01905.01,Kepler-332 b,CONFIRMED,CANDIDATE,1.0000,4955.00,100.00,-100.00,4.610,0.018,-0.046,-0.1000,0.1500,-0.1500,0.7210,0.0470,-0.0290,0.7740,0.0360,-0.0480,,,
1422,11773328,K01906.01,,CANDIDATE,CANDIDATE,1.0000,5416.00,160.00,-160.00,4.575,0.034,-0.136,-0.0400,0.3000,-0.3000,0.8090,0.1690,-0.0680,0.9000,0.0730,-0.0970,,,
1423,7094486,K01907.01,Kepler-1009 b,CONFIRMED,CANDIDATE,1.0000,3597.00,72.00,-86.00,4.734,0.052,-0.017,0.4000,0.0500,-0.1500,0.5140,0.0260,-0.0510,0.5220,0.0310,-0.0460,,,
1424,7289577,K01974.01,Kepler-1780 b,CONFIRMED,CANDIDATE,1.0000,5403.00,107.00,-107.00,4.500,0.058,-0.071,0.0000,0.1500,-0.1500,0.8680,0.0800,-0.0580,0.8680,0.0540,-0.0480,,,
1425,8543100,K01975.01,Kepler-1033 b,CONFIRMED,CANDIDATE,0.9980,5895.00,158.00,-211.00,4.503,0.052,-0.208,-0.0200,0.2500,-0.3000,0.9400,0.2820,-0.0940,1.0260,0.1150,-0.1400,,,
1426,2693736,K01976.01,Kepler-1034 b,CONFIRMED,CANDIDATE,1.0000,5094.00,83.00,-76.00,4.469,0.082,-0.033,0.1600,0.1500,-0.1500,0.8700,0.0420,-0.0720,0.8130,0.0570,-0.0280,,,
1427,9412760,K01977.01,Kepler-345 c,CONFIRMED,CANDIDATE,1.0000,4500.00,90.00,-90.00,4.656,0.012,-0.045,-0.0200,0.1500,-0.1500,0.6460,0.0460,-0.0200,0.7100,0.0290,-0.0430,,,
1428,9412760,K01977.02,Kepler-345 b,CONFIRMED,CANDIDATE,1.0000,4500.00,90.00,-90.00,4.656,0.012,-0.045,-0.0200,0.1500,-0.1500,0.6460,0.0460,-0.0200,0.7100,0.0290,-0.0430,,,
1429,6026438,K02045.02,Kepler-354 d,CONFIRMED,CANDIDATE,0.4000,4650.00,125.00,-139.00,4.589,0.048,-0.028,-0.0400,0.3000,-0.3000,0.7060,0.0460,-0.0610,0.7040,0.0700,-0.0580,,,
1430,10663396,K02046.01,Kepler-1069 b,CONFIRMED,CANDIDATE,1.0000,5511.00,82.00,-74.00,3.914,0.210,-0.090,0.1000,0.1500,-0.1000,1.9300,0.3400,-0.5100,1.1150,0.1100,-0.1520,,,
1431,11457726,K02047.01,Kepler-1070 b,CONFIRMED,CANDIDATE,1.0000,6277.00,75.00,-75.00,4.417,0.032,-0.120,-0.0200,0.1500,-0.1500,1.0970,0.1860,-0.0620,1.1480,0.0800,-0.0800,,,
1432,8956206,K02048.01,Kepler-1071 b,CONFIRMED,CANDIDATE,1.0000,5149.00,103.00,-103.00,4.551,0.041,-0.045,-0.0200,0.1500,-0.1500,0.7910,0.0510,-0.0420,0.8110,0.0460,-0.0410,,,
1433,9649706,K02049.01,Kepler-1072 b,CONFIRMED,CANDIDATE,1.0000,5821.00,69.00,-87.00,4.172,0.162,-0.108,0.1200,0.1500,-0.1500,1.3950,0.2280,-0.2790,1.0540,0.0970,-0.0810,,,
1434,5856571,K01839.01,Kepler-971 b,CONFIRMED,CANDIDATE,1.0000,5476.00,179.00,-146.00,3.904,0.693,-0.297,-0.5600,0.3500,-0.2500,1.6730,0.9710,-0.9710,0.8190,0.1220,-0.1000,,,
1435,7765528,K01840.01,Kepler-972 b,CONFIRMED,CANDIDATE,1.0000,5846.00,79.00,-79.00,4.278,0.132,-0.108,0.1400,0.1500,-0.1500,1.2400,0.2130,-0.1940,1.0640,0.0780,-0.0700,,,
1436,11760231,K01841.01,Kepler-973 b,CONFIRMED,CANDIDATE,0.9780,5187.00,103.00,-103.00,4.592,0.014,-0.072,0.0000,0.1500,-0.1500,0.7740,0.0650,-0.0330,0.8580,0.0310,-0.0670,,,
1437,7779077,K01842.01,Kepler-1770 b,CONFIRMED,CANDIDATE,1.0000,5602.00,166.00,-150.00,4.404,0.116,-0.188,0.1000,0.2500,-0.3000,1.0090,0.2690,-0.1450,0.9410,0.1040,-0.0850,,,
1438,6046540,K00200.01,Kepler-74 b,CONFIRMED,CANDIDATE,0.9980,6056.00,120.00,-144.00,4.191,0.060,-0.045,0.3600,0.1000,-0.2000,1.4980,0.0930,-0.1400,1.2680,0.0540,-0.0920,,,
1439,5706966,K01908.01,Kepler-333 b,CONFIRMED,CANDIDATE,1.0000,4213.00,84.00,-84.00,4.669,0.024,-0.022,-0.2000,0.1500,-0.1500,0.5980,0.0290,-0.0290,0.6090,0.0330,-0.0330,,,
1440,3762468,K00208.01,Kepler-493 b,CONFIRMED,CANDIDATE,1.0000,6311.00,177.00,-243.00,4.398,0.054,-0.216,0.2100,0.2000,-0.3500,1.1720,0.3760,-0.1250,1.2530,0.1540,-0.1840,,,
1441,5706966,K01908.02,Kepler-333 c,CONFIRMED,CANDIDATE,1.0000,4213.00,84.00,-84.00,4.669,0.024,-0.022,-0.2000,0.1500,-0.1500,0.5980,0.0290,-0.0290,0.6090,0.0330,-0.0330,,,
1442,10130039,K01909.01,Kepler-334 c,CONFIRMED,CANDIDATE,0.9990,5782.00,104.00,-115.00,4.340,0.126,-0.103,-0.0200,0.1500,-0.1500,1.0950,0.1700,-0.1550,0.9570,0.0790,-0.0570,,,
1443,10130039,K01909.02,Kepler-334 b,CONFIRMED,CANDIDATE,1.0000,5782.00,104.00,-115.00,4.340,0.126,-0.103,-0.0200,0.1500,-0.1500,1.0950,0.1700,-0.1550,0.9570,0.0790,-0.0570,,,
1444,9518318,K01978.01,Kepler-346 b,CONFIRMED,CANDIDATE,1.0000,6032.00,190.00,-232.00,4.465,0.056,-0.210,-0.0200,0.2500,-0.3000,1.0010,0.3330,-0.1110,1.0650,0.1450,-0.1450,,,
1445,9518318,K01978.02,Kepler-346 c,CONFIRMED,CANDIDATE,1.0000,6032.00,190.00,-232.00,4.465,0.056,-0.210,-0.0200,0.2500,-0.3000,1.0010,0.3330,-0.1110,1.0650,0.1450,-0.1450,,,
1446,7273277,K01979.01,Kepler-1035 b,CONFIRMED,CANDIDATE,0.9980,5815.00,69.00,-87.00,4.461,0.040,-0.120,0.1200,0.1500,-0.1500,0.9920,0.1520,-0.0650,1.0380,0.0560,-0.0690,,,
1447,11769890,K01980.01,Kepler-1036 b,CONFIRMED,CANDIDATE,1.0000,5413.00,107.00,-107.00,4.510,0.052,-0.078,0.0000,0.1500,-0.1500,0.8610,0.0880,-0.0510,0.8750,0.0540,-0.0490,,,
1448,6862721,K01982.01,Kepler-1781 b,CONFIRMED,CANDIDATE,1.0000,5568.00,166.00,-183.00,4.499,0.044,-0.187,0.4400,0.0500,-0.3000,0.9570,0.2370,-0.0790,1.0530,0.0840,-0.1150,,,
1449,12301181,K02059.01,Kepler-1076 b,CONFIRMED,CANDIDATE,0.9940,4997.00,100.00,-100.00,4.598,0.018,-0.053,0.0000,0.1500,-0.1500,0.7460,0.0490,-0.0300,0.8060,0.0350,-0.0510,,,
1450,9279354,K02060.01,Kepler-1788 b,CONFIRMED,CANDIDATE,1.0000,4786.00,130.00,-144.00,4.579,0.060,-0.030,-0.2000,0.3000,-0.3000,0.7040,0.0540,-0.0660,0.6860,0.0790,-0.0530,,,
1451,6774880,K02062.01,Kepler-1077 b,CONFIRMED,CANDIDATE,1.0000,6091.00,169.00,-211.00,4.487,0.054,-0.216,-0.1400,0.3000,-0.3000,0.9670,0.3250,-0.1010,1.0450,0.1400,-0.1400,,,
1452,3937519,K00221.01,Kepler-495 b,CONFIRMED,CANDIDATE,1.0000,5392.00,80.00,-72.00,4.314,0.165,-0.150,0.1800,0.1500,-0.1000,1.0870,0.2240,-0.1840,0.8880,0.0610,-0.0350,,,
1453,7449541,K02063.01,Kepler-1078 b,CONFIRMED,CANDIDATE,1.0000,5667.00,169.00,-152.00,4.587,0.038,-0.142,-0.3600,0.3000,-0.3000,0.7810,0.1690,-0.0610,0.8730,0.0880,-0.1070,,,
1454,5080636,K01843.01,Kepler-974 b,CONFIRMED,CANDIDATE,1.0000,3706.00,73.00,-92.00,4.747,0.033,-0.033,0.2600,0.1500,-0.1500,0.5220,0.0320,-0.0390,0.5550,0.0270,-0.0440,,,
1455,5080636,K01843.02,,CANDIDATE,CANDIDATE,0.9740,3706.00,73.00,-92.00,4.747,0.033,-0.033,0.2600,0.1500,-0.1500,0.5220,0.0320,-0.0390,0.5550,0.0270,-0.0440,,,
1456,3338885,K01845.01,Kepler-975 b,CONFIRMED,CANDIDATE,1.0000,4883.00,146.00,-132.00,3.972,0.570,-0.380,0.5600,0.0500,-0.3000,1.6670,1.0820,-0.9830,0.9510,0.1980,-0.1440,,,
1457,3338885,K01845.02,Kepler-975 c,CONFIRMED,CANDIDATE,1.0000,4883.00,146.00,-132.00,3.972,0.570,-0.380,0.5600,0.0500,-0.3000,1.6670,1.0820,-0.9830,0.9510,0.1980,-0.1440,,,
1458,6776401,K01847.01,Kepler-977 b,CONFIRMED,CANDIDATE,1.0000,5329.00,159.00,-159.00,4.455,0.117,-0.143,-0.1400,0.3000,-0.3000,0.8690,0.1550,-0.1270,0.7860,0.1130,-0.0610,,,
1459,10130039,K01909.03,Kepler-334 d,CONFIRMED,CANDIDATE,0.9870,5782.00,104.00,-115.00,4.340,0.126,-0.103,-0.0200,0.1500,-0.1500,1.0950,0.1700,-0.1550,0.9570,0.0790,-0.0570,,,
1460,8226050,K01910.01,Kepler-1010 b,CONFIRMED,CANDIDATE,0.9950,5083.00,83.00,-76.00,4.468,0.088,-0.033,0.1800,0.1500,-0.1500,0.8720,0.0420,-0.0720,0.8150,0.0530,-0.0280,,,
1461,9965957,K01911.01,Kepler-1011 b,CONFIRMED,CANDIDATE,1.0000,5445.00,180.00,-164.00,4.510,0.033,-0.176,0.4800,0.0500,-0.2500,0.9290,0.2290,-0.0760,1.0170,0.0740,-0.1010,,,
1462,9704384,K01913.01,Kepler-1012 b,CONFIRMED,CANDIDATE,1.0000,5448.00,109.00,-109.00,4.489,0.063,-0.084,0.0000,0.1500,-0.1500,0.8830,0.0920,-0.0670,0.8770,0.0550,-0.0500,,,
1463,8426567,K01914.01,Kepler-1013 b,CONFIRMED,CANDIDATE,1.0000,5015.00,164.00,-149.00,3.987,0.602,-0.258,0.3600,0.1000,-0.2500,1.6430,0.8370,-0.8370,0.9550,0.1740,-0.1270,,,
1464,12508335,K00215.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5750.00,173.00,-155.00,4.400,0.158,-0.193,-0.4200,0.3000,-0.3000,0.9400,0.2500,-0.1670,0.8080,0.1140,-0.0610,,,
1465,10094670,K01984.01,Kepler-1677 b,CONFIRMED,CANDIDATE,0.9910,6232.00,173.00,-217.00,4.432,0.054,-0.229,0.0700,0.2500,-0.3000,1.0900,0.3700,-0.1160,1.1740,0.1580,-0.1580,,,
1466,8142942,K01985.01,Kepler-1782 b,CONFIRMED,CANDIDATE,1.0000,4931.00,98.00,-98.00,4.605,0.018,-0.049,0.0000,0.1500,-0.1500,0.7340,0.0480,-0.0300,0.7940,0.0350,-0.0500,,,
1467,8257205,K01986.01,Kepler-1038 b,CONFIRMED,CANDIDATE,0.9930,5159.00,82.00,-82.00,4.548,0.032,-0.063,0.1600,0.1500,-0.1500,0.8210,0.0550,-0.0390,0.8680,0.0350,-0.0490,,,
1468,9044228,K01988.01,Kepler-1039 b,CONFIRMED,CANDIDATE,1.0000,4777.00,143.00,-119.00,3.909,0.707,-0.353,0.5600,0.0500,-0.3000,1.7950,1.0670,-1.0670,0.9530,0.1870,-0.1680,,,
1469,7265298,K02051.01,Kepler-355 c,CONFIRMED,CANDIDATE,0.8620,5739.00,78.00,-86.00,4.381,0.095,-0.116,0.1400,0.1500,-0.1500,1.0690,0.1740,-0.1070,1.0020,0.0680,-0.0560,,,
1470,7265298,K02051.02,Kepler-355 b,CONFIRMED,CANDIDATE,0.9950,5739.00,78.00,-86.00,4.381,0.095,-0.116,0.1400,0.1500,-0.1500,1.0690,0.1740,-0.1070,1.0020,0.0680,-0.0560,,,
1471,7132798,K00220.02,Kepler-119 c,CONFIRMED,CANDIDATE,1.0000,5598.00,149.00,-166.00,4.565,0.036,-0.144,-0.1000,0.3000,-0.3000,0.8300,0.1760,-0.0750,0.9280,0.0830,-0.1110,,,
1472,3248501,K02052.01,,CANDIDATE,CANDIDATE,1.0000,6343.00,177.00,-243.00,4.408,0.054,-0.216,0.0700,0.2500,-0.3000,1.1400,0.3760,-0.1250,1.2130,0.1680,-0.1680,,,
1473,2307415,K02053.01,Kepler-356 c,CONFIRMED,CANDIDATE,0.9780,6140.00,123.00,-135.00,4.265,0.125,-0.125,0.0000,0.1500,-0.1500,1.2770,0.2300,-0.1880,1.0940,0.1030,-0.0750,,,
1474,7430034,K01848.01,Kepler-978 b,CONFIRMED,CANDIDATE,0.9990,5938.00,71.00,-83.00,4.331,0.095,-0.116,0.1600,0.1500,-0.1500,1.1840,0.1930,-0.1230,1.0970,0.0730,-0.0660,,,
1475,9735426,K01849.01,Kepler-979 b,CONFIRMED,CANDIDATE,1.0000,5269.00,84.00,-73.00,4.494,0.060,-0.066,0.1400,0.1500,-0.1500,0.8740,0.0720,-0.0590,0.8700,0.0500,-0.0410,,,
1476,8826168,K01850.01,Kepler-980 b,CONFIRMED,CANDIDATE,1.0000,5907.00,105.00,-117.00,4.395,0.080,-0.120,0.0000,0.1500,-0.1500,1.0580,0.1660,-0.0970,1.0140,0.0740,-0.0670,,,
1477,10464050,K01851.01,Kepler-981 b,CONFIRMED,CANDIDATE,1.0000,5988.00,161.00,-197.00,4.507,0.050,-0.200,-0.1200,0.3000,-0.3000,0.9340,0.2800,-0.0930,1.0210,0.1190,-0.1450,,,
1478,9763348,K01852.01,Kepler-982 b,CONFIRMED,CANDIDATE,1.0000,6283.00,126.00,-113.00,4.129,0.168,-0.112,-0.0600,0.1500,-0.1500,1.5310,0.2900,-0.2900,1.1500,0.1350,-0.0900,,,
1479,9101496,K01915.01,Kepler-335 b,CONFIRMED,CANDIDATE,1.0000,5878.00,117.00,-117.00,4.005,0.196,-0.084,0.2400,0.1500,-0.1000,1.8120,0.2810,-0.4570,1.2120,0.1330,-0.1330,,,
1480,6037581,K01916.01,Kepler-336 d,CONFIRMED,CANDIDATE,1.0000,5865.00,105.00,-117.00,4.266,0.137,-0.112,0.1600,0.1500,-0.1500,1.2720,0.2130,-0.2130,1.0880,0.0890,-0.0890,,,
1481,10723750,K00209.01,Kepler-117 c,CONFIRMED,CANDIDATE,0.9930,6163.00,123.00,-123.00,4.185,0.154,-0.112,-0.0600,0.1500,-0.1500,1.4060,0.2530,-0.2530,1.1020,0.1220,-0.0810,,,
1482,6037581,K01916.02,Kepler-336 c,CONFIRMED,CANDIDATE,1.0000,5865.00,105.00,-117.00,4.266,0.137,-0.112,0.1600,0.1500,-0.1500,1.2720,0.2130,-0.2130,1.0880,0.0890,-0.0890,,,
1483,6037581,K01916.03,Kepler-336 b,CONFIRMED,CANDIDATE,0.9330,5865.00,105.00,-117.00,4.266,0.137,-0.112,0.1600,0.1500,-0.1500,1.2720,0.2130,-0.2130,1.0880,0.0890,-0.0890,,,
1484,10779233,K01989.01,Kepler-1040 b,CONFIRMED,CANDIDATE,0.8610,5646.00,101.00,-112.00,4.447,0.072,-0.108,0.0000,0.1500,-0.1500,0.9540,0.1350,-0.0830,0.9290,0.0660,-0.0530,,,
1485,11614617,K01990.01,Kepler-1041 b,CONFIRMED,CANDIDATE,1.0000,6106.00,163.00,-199.00,4.487,0.048,-0.192,-0.1600,0.3000,-0.3000,0.9660,0.2850,-0.0950,1.0430,0.1410,-0.1280,,,
1486,11450414,K01992.01,Kepler-347 b,CONFIRMED,CANDIDATE,1.0000,5592.00,75.00,-75.00,4.115,0.195,-0.090,0.1600,0.1500,-0.1500,1.4510,0.2110,-0.3420,1.0000,0.0720,-0.0720,,,
1487,4736569,K01996.01,Kepler-1042 b,CONFIRMED,CANDIDATE,1.0000,4777.00,167.00,-167.00,4.689,0.048,-0.032,-1.0800,0.3000,-0.3000,0.5610,0.0380,-0.0380,0.5610,0.0470,-0.0240,,,
1488,10384798,K01997.01,Kepler-1043 b,CONFIRMED,CANDIDATE,1.0000,5974.00,161.00,-161.00,4.504,0.062,-0.188,-0.4200,0.3000,-0.3000,0.8810,0.2430,-0.0870,0.9040,0.1100,-0.1000,,,
1489,2307415,K02053.02,Kepler-356 b,CONFIRMED,CANDIDATE,0.9830,6140.00,123.00,-135.00,4.265,0.125,-0.125,0.0000,0.1500,-0.1500,1.2770,0.2300,-0.1880,1.0940,0.1030,-0.0750,,,
1490,3128552,K02055.01,Kepler-1073 b,CONFIRMED,CANDIDATE,0.9990,5509.00,82.00,-74.00,4.308,0.156,-0.104,0.1600,0.1500,-0.1500,1.1160,0.1690,-0.1860,0.9240,0.0620,-0.0430,,,
1491,10134152,K02056.01,Kepler-1787 b,CONFIRMED,CANDIDATE,1.0000,6060.00,163.00,-181.00,4.509,0.048,-0.192,-0.2200,0.2500,-0.3500,0.9250,0.2620,-0.0870,1.0080,0.1170,-0.1300,,,
1492,9573685,K02057.01,Kepler-1074 b,CONFIRMED,CANDIDATE,1.0000,3974.00,79.00,-79.00,4.700,0.027,-0.027,-0.0600,0.1500,-0.1500,0.5640,0.0300,-0.0340,0.5810,0.0320,-0.0350,,,
1493,10329835,K02058.01,Kepler-1075 b,CONFIRMED,CANDIDATE,1.0000,3746.00,75.00,-83.00,4.736,0.053,-0.025,0.0000,0.1500,-0.1500,0.5100,0.0330,-0.0500,0.5160,0.0380,-0.0420,,,
1494,6849046,K00201.01,Kepler-491 b,CONFIRMED,CANDIDATE,0.9980,5574.00,100.00,-111.00,4.403,0.080,-0.120,0.4200,0.0500,-0.1500,1.0540,0.1670,-0.0900,1.0250,0.0570,-0.0570,,,
1495,8804397,K01853.01,Kepler-983 b,CONFIRMED,CANDIDATE,0.9970,6028.00,107.00,-131.00,4.459,0.024,-0.136,0.2100,0.1500,-0.1500,1.0470,0.1900,-0.0510,1.1490,0.0630,-0.0860,,,
1496,9662811,K01854.01,Kepler-984 b,CONFIRMED,CANDIDATE,0.9900,5550.00,110.00,-110.00,4.476,0.064,-0.096,0.0000,0.1500,-0.1500,0.9110,0.1100,-0.0640,0.9060,0.0550,-0.0550,,,
1497,11570749,K01856.01,,CANDIDATE,CANDIDATE,0.9990,5396.00,160.00,-144.00,4.035,0.504,-0.216,-0.0600,0.3000,-0.2500,1.5070,0.5530,-0.6760,0.8980,0.0880,-0.0970,,,
1498,11297236,K01857.01,Kepler-1771 b,CONFIRMED,CANDIDATE,0.8620,5661.00,101.00,-112.00,4.471,0.056,-0.112,0.0000,0.1500,-0.1500,0.9340,0.1240,-0.0720,0.9410,0.0570,-0.0630,,,
1499,10074466,K01917.01,Kepler-1776 b,CONFIRMED,CANDIDATE,0.9990,5872.00,70.00,-79.00,4.332,0.103,-0.115,0.1000,0.1500,-0.1500,1.1530,0.1850,-0.1350,1.0410,0.0820,-0.0590,,,
1500,8218379,K01920.01,Kepler-1014 b,CONFIRMED,CANDIDATE,1.0000,5483.00,166.00,-149.00,4.589,0.034,-0.136,-0.2200,0.3000,-0.3000,0.7790,0.1640,-0.0590,0.8650,0.0830,-0.1020,,,
1501,7755636,K01921.01,Kepler-1015 b,CONFIRMED,CANDIDATE,1.0000,6384.00,70.00,-89.00,4.029,0.240,-0.129,0.1200,0.1500,-0.2000,1.9040,0.3880,-0.5340,1.4120,0.1340,-0.2010,,,
1502,9411166,K01922.01,Kepler-1016 b,CONFIRMED,CANDIDATE,1.0000,5741.00,77.00,-77.00,4.331,0.115,-0.115,0.1600,0.1500,-0.1500,1.1360,0.1800,-0.1470,1.0100,0.0730,-0.0610,,,
1503,9411166,K01922.02,,CANDIDATE,CANDIDATE,,,,,,,,,,,,,,,,,,,
1504,4989057,K01923.01,Kepler-1017 b,CONFIRMED,CANDIDATE,1.0000,5411.00,107.00,-107.00,4.523,0.042,-0.084,0.0000,0.1500,-0.1500,0.8500,0.0910,-0.0450,0.8790,0.0490,-0.0540,,,
1505,9834040,K01998.01,Kepler-1044 b,CONFIRMED,CANDIDATE,1.0000,6246.00,174.00,-239.00,4.433,0.052,-0.208,0.0700,0.2000,-0.3500,1.0920,0.3290,-0.1410,1.1800,0.1410,-0.1730,,,
1506,6152974,K00216.01,Kepler-118 c,CONFIRMED,CANDIDATE,1.0000,5064.00,83.00,-75.00,4.474,0.090,-0.030,0.1800,0.1500,-0.1500,0.8640,0.0380,-0.0760,0.8110,0.0520,-0.0300,,,
1507,8802693,K02000.01,Kepler-1045 b,CONFIRMED,CANDIDATE,1.0000,5448.00,162.00,-162.00,4.613,0.037,-0.112,-0.3800,0.3000,-0.3000,0.7340,0.1310,-0.0560,0.8150,0.0830,-0.0920,,,
1508,6061773,K02001.01,Kepler-1783 b,CONFIRMED,CANDIDATE,1.0000,5129.00,153.00,-138.00,3.884,0.707,-0.303,-0.1600,0.3000,-0.3000,1.7810,0.9090,-1.1110,0.8870,0.1170,-0.1570,,,
1509,10024701,K02002.01,Kepler-1046 b,CONFIRMED,CANDIDATE,1.0000,5931.00,106.00,-130.00,4.403,0.076,-0.114,0.0000,0.1500,-0.1500,1.0530,0.1680,-0.1040,1.0230,0.0750,-0.0680,,,
1510,2579043,K02064.01,,CANDIDATE,CANDIDATE,1.0000,6322.00,169.00,-225.00,4.426,0.054,-0.216,-0.1200,0.2500,-0.3000,1.0750,0.3490,-0.1160,1.1240,0.1540,-0.1540,,,
1511,3239671,K02066.01,Kepler-1678 b,CONFIRMED,CANDIDATE,0.9970,5578.00,100.00,-111.00,4.440,0.090,-0.099,0.0000,0.1500,-0.1500,0.9500,0.1230,-0.0820,0.9050,0.0620,-0.0510,,,
1512,9304101,K02067.01,Kepler-1079 b,CONFIRMED,CANDIDATE,0.9750,5636.00,114.00,-103.00,4.147,0.188,-0.101,0.1200,0.1500,-0.1500,1.3900,0.2230,-0.2980,0.9880,0.0930,-0.0670,,,
1513,11360571,K02069.01,Kepler-1080 b,CONFIRMED,CANDIDATE,0.9370,6564.00,181.00,-250.00,4.255,0.128,-0.192,-0.1600,0.2500,-0.3000,1.3560,0.4170,-0.2430,1.2120,0.1880,-0.1880,,,
1514,6035124,K02071.01,Kepler-1081 b,CONFIRMED,CANDIDATE,0.9000,5272.00,73.00,-84.00,4.574,0.015,-0.085,0.1200,0.1500,-0.1500,0.8130,0.0800,-0.0290,0.9020,0.0320,-0.0640,,,
1515,8160953,K01858.01,Kepler-985 b,CONFIRMED,CANDIDATE,1.0000,5354.00,106.00,-106.00,4.533,0.039,-0.072,0.0000,0.1500,-0.1500,0.8350,0.0770,-0.0450,0.8680,0.0480,-0.0530,,,
1516,8160953,K01858.02,,CANDIDATE,CANDIDATE,,5733.00,157.00,-165.00,4.432,0.076,-0.267,0.0700,0.2100,-0.2700,0.9970,0.3880,-0.1110,0.9810,0.1310,-0.0970,,,
1517,4157325,K01860.01,Kepler-416 b,CONFIRMED,CANDIDATE,1.0000,5670.00,114.00,-114.00,4.397,0.095,-0.105,0.0600,0.1500,-0.1500,1.0220,0.1480,-0.1080,0.9490,0.0670,-0.0550,,,
1518,4157325,K01860.02,Kepler-416 c,CONFIRMED,CANDIDATE,1.0000,5670.00,114.00,-114.00,4.397,0.095,-0.105,0.0600,0.1500,-0.1500,1.0220,0.1480,-0.1080,0.9490,0.0670,-0.0550,,,
1519,4157325,K01860.03,Kepler-416 d,CONFIRMED,CANDIDATE,1.0000,5670.00,114.00,-114.00,4.397,0.095,-0.105,0.0600,0.1500,-0.1500,1.0220,0.1480,-0.1080,0.9490,0.0670,-0.0550,,,
1520,5108214,K01924.01,,FALSE POSITIVE,FALSE POSITIVE,0.9990,5799.00,78.00,-78.00,3.813,0.078,-0.052,0.1600,0.1500,-0.1500,2.3770,0.2120,-0.2600,1.3390,0.0960,-0.1070,,,
1521,9955598,K01925.01,Kepler-409 b,CONFIRMED,CANDIDATE,0.9990,5455.00,73.00,-82.00,4.497,0.027,-0.030,0.0600,0.1500,-0.1500,0.8880,0.0360,-0.0360,0.9020,0.0500,-0.0550,,,
1522,10723750,K00209.02,Kepler-117 b,CONFIRMED,CANDIDATE,1.0000,6163.00,123.00,-123.00,4.185,0.154,-0.112,-0.0600,0.1500,-0.1500,1.4060,0.2530,-0.2530,1.1020,0.1220,-0.0810,,,
1523,7219761,K01927.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,,,,,,,,,,,,,,
1524,5770074,K01928.01,Kepler-1675 b,CONFIRMED,CANDIDATE,0.9860,5798.00,104.00,-116.00,4.411,0.085,-0.114,0.0000,0.1500,-0.1500,1.0190,0.1510,-0.0880,0.9760,0.0680,-0.0620,,,
1525,10136549,K01929.01,Kepler-337 c,CONFIRMED,CANDIDATE,1.0000,5683.00,115.00,-104.00,4.108,0.195,-0.090,0.1000,0.1500,-0.1500,1.4720,0.2290,-0.3440,1.0140,0.0930,-0.0840,,,
1526,9851271,K02003.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5910.00,158.00,-193.00,4.364,0.128,-0.192,-0.0800,0.3000,-0.3000,1.0780,0.3220,-0.1730,0.9820,0.1400,-0.1150,,,
1527,12154526,K02004.01,Kepler-1047 b,CONFIRMED,CANDIDATE,0.9990,5700.00,114.00,-114.00,4.327,0.103,-0.115,0.3400,0.1000,-0.1500,1.1760,0.1820,-0.1490,1.0710,0.0660,-0.0660,,,
1528,6665512,K02005.01,Kepler-1048 b,CONFIRMED,CANDIDATE,1.0000,4461.00,132.00,-132.00,4.661,0.052,-0.028,-0.6000,0.3000,-0.3000,0.5850,0.0490,-0.0540,0.5710,0.0610,-0.0380,,,
